AT2024aehp&20250101 06:53&11&P60/SEDM&{\em r}&$20.23\pm0.08$\\ 
AT2024aehp&20250101 06:59&11&P60/SEDM&{\em i}&$20.26\pm0.08$\\ 
AT2024aehp&20250101 07:46&11&P48/ZTF&{\em i}&$20.37\pm0.29$\\ 
AT2024aehp&20250101 07:58&11&P48/ZTF&{\em i}&$20.0\pm0.18$\\ 
AT2024aehp&20250101 08:07&11&P48/ZTF&{\em g}&$20.33\pm0.2$\\ 
AT2024aehp&20250102 04:49&12&P60/SEDM&{\em g}&$20.16\pm0.09$\\ 
AT2024aehp&20250102 04:56&12&P60/SEDM&{\em r}&$20.18\pm0.08$\\ 
AT2024aehp&20250102 05:02&12&P60/SEDM&{\em i}&$20.22\pm0.11$\\ 
AT2024aehp&20250102 23:44&12&LT/IO:O&{\em u}&$20.47\pm0.23$\\ 
AT2024aehp&20250102 23:48&12&LT/IO:O&{\em g}&$20.21\pm0.05$\\ 
AT2024aehp&20250102 23:52&12&LT/IO:O&{\em r}&$20.31\pm0.06$\\ 
AT2024aehp&20250102 23:57&12&LT/IO:O&{\em i}&$>19.83$\\ 
AT2024aehp&20250103 00:01&12&LT/IO:O&{\em z}&$20.91\pm0.19$\\ 
AT2024aehp&20250103 05:08&13&P48/ZTF&{\em g}&$20.05\pm0.22$\\ 
AT2024aehp&20250103 05:26&13&P48/ZTF&{\em g}&$>19.5$\\ 
AT2024aehp&20250104 09:13&14&P48/ZTF&{\em i}&$20.14\pm0.27$\\ 
AT2024aehp&20250105 05:52&14&P48/ZTF&{\em r}&$>18.62$\\ 
AT2024aehp&20250105 07:49&14&P48/ZTF&{\em g}&$20.73\pm0.28$\\ 
AT2024aehp&20250105 07:50&14&P48/ZTF&{\em g}&$20.13\pm0.13$\\ 
AT2024aehp&20250106 07:40&15&Deveny/LMI&{\em r}&$20.34\pm0.09$\\ 
AT2024aehp&20250106 07:48&15&Deveny/LMI&{\em g}&$20.23\pm0.12$\\ 
AT2024aehp&20250106 07:56&15&Deveny/LMI&{\em i}&$20.32\pm0.09$\\ 
AT2024aehp&20250106 22:04&16&LT/IO:O&{\em u}&$>19.34$\\ 
AT2024aehp&20250106 22:09&16&LT/IO:O&{\em g}&$20.69\pm0.17$\\ 
AT2024aehp&20250106 22:13&16&LT/IO:O&{\em r}&$20.39\pm0.19$\\ 
AT2024aehp&20250106 22:17&16&LT/IO:O&{\em i}&$>20.67$\\ 
AT2024aehp&20250106 22:21&16&LT/IO:O&{\em z}&$>20.03$\\ 
AT2024aehp&20250106 22:21&16&LT/IO:O&{\em z}&$>19.84$\\ 
AT2024aehp&20250107 09:22&16&P48/ZTF&{\em i}&$>20.13$\\ 
AT2024aehp&20250107 09:28&16&P48/ZTF&{\em i}&$19.95\pm0.33$\\ 
AT2024aehp&20250107 22:16&17&LT/IO:O&{\em u}&$>18.72$\\ 
AT2024aehp&20250107 22:16&17&LT/IO:O&{\em u}&$>17.96$\\ 
AT2024aehp&20250107 22:21&17&LT/IO:O&{\em g}&$>20.12$\\ 
AT2024aehp&20250107 22:25&17&LT/IO:O&{\em r}&$20.63\pm0.24$\\ 
AT2024aehp&20250107 22:29&17&LT/IO:O&{\em i}&$20.52\pm0.26$\\ 
AT2024aehp&20250107 22:33&17&LT/IO:O&{\em z}&$>20.57$\\ 
AT2024aehp&20250108 08:10&17&P48/ZTF&{\em r}&$>17.81$\\ 
AT2024aehp&20250108 22:33&18&LT/IO:O&{\em u}&$>20.25$\\ 
AT2024aehp&20250108 22:37&18&LT/IO:O&{\em g}&$20.45\pm0.26$\\ 
AT2024aehp&20250108 22:42&18&LT/IO:O&{\em r}&$20.61\pm0.15$\\ 
AT2024aehp&20250108 22:46&18&LT/IO:O&{\em i}&$20.66\pm0.13$\\ 
AT2024aehp&20250108 22:50&18&LT/IO:O&{\em z}&$>21.33$\\ 
AT2024aehp&20250109 07:02&18&P48/ZTF&{\em g}&$>20.27$\\ 
AT2024aehp&20250109 07:36&18&P48/ZTF&{\em r}&$>20.51$\\ 
AT2024aehp&20250111 06:38&20&P48/ZTF&{\em g}&$>19.16$\\ 
AT2024aehp&20250111 06:38&20&P48/ZTF&{\em g}&$>19.27$\\ 
AT2024aehp&20250111 08:36&20&P48/ZTF&{\em r}&$>20.15$\\ 
AT2024aehp&20250111 09:07&20&P48/ZTF&{\em i}&$>19.88$\\ 
AT2024aehp&20250111 09:39&20&P48/ZTF&{\em r}&$>19.9$\\ 
AT2024aehp&20250113 05:19&21&P48/ZTF&{\em r}&$>19.16$\\ 
AT2024aehp&20250116 06:49&24&P48/ZTF&{\em g}&$>19.5$\\ 
AT2024aehp&20250116 06:50&24&P48/ZTF&{\em g}&$>19.66$\\ 
AT2024aehp&20250116 07:13&24&P48/ZTF&{\em r}&$>19.46$\\ 
AT2024aehp&20250116 09:11&24&P48/ZTF&{\em r}&$>19.94$\\ 
AT2024aehp&20250118 06:11&25&P48/ZTF&{\em g}&$>20.12$\\ 
AT2024aehp&20250118 06:11&25&P48/ZTF&{\em g}&$20.52\pm0.27$\\ 
AT2024aehp&20250118 08:05&26&P48/ZTF&{\em i}&$>20.53$\\ 
AT2024aehp&20250118 08:09&26&P48/ZTF&{\em i}&$>20.56$\\ 
AT2024aehp&20250118 08:37&26&P48/ZTF&{\em r}&$20.96\pm0.29$\\ 
AT2024aehp&20250118 08:38&26&P48/ZTF&{\em r}&$>20.64$\\ 
AT2024aehp&20250120 06:07&27&P48/ZTF&{\em g}&$21.38\pm0.33$\\ 
AT2024aehp&20250120 06:28&27&P48/ZTF&{\em g}&$20.97\pm0.23$\\ 
AT2024aehp&20250120 07:10&27&P48/ZTF&{\em r}&$>20.72$\\ 
AT2024aehp&20250120 07:11&27&P48/ZTF&{\em r}&$20.86\pm0.25$\\ 
AT2024aehp&20250123 05:20&30&P48/ZTF&{\em g}&$>20.14$\\ 
AT2024aehp&20250123 05:23&30&P48/ZTF&{\em g}&$>20.65$\\ 
AT2024aehp&20250123 05:49&30&P48/ZTF&{\em r}&$>20.85$\\ 
AT2024aehp&20250123 05:52&30&P48/ZTF&{\em r}&$>20.72$\\ 
AT2024aehp&20250130 07:08&36&P48/ZTF&{\em r}&$21.24\pm0.36$\\ 
AT2024aehp&20250203 04:39&39&P48/ZTF&{\em r}&$20.98\pm0.23$\\ 
AT2024aehp&20250204 04:46&40&P48/ZTF&{\em r}&$21.05\pm0.26$\\ 
AT2024aehp&20250218 06:11&52&P48/ZTF&{\em r}&$21.48\pm0.24$\\ 
AT2024aehp&20250218 06:35&52&P48/ZTF&{\em g}&$22.14\pm0.25$\\ 
AT2024aehp&20250219 05:40&53&P48/ZTF&{\em r}&$20.98\pm0.26$\\ 
AT2024aehp&20250223 06:10&56&P48/ZTF&{\em r}&$21.15\pm0.28$\\ 
AT2024aehp&20250325 07:26&82&P48/ZTF&{\em r}&$20.89\pm0.28$\\ 
AT2024aehp&20250514 21:25&125&LT/IO:O&{\em g}&$>21.61$\\ 
AT2024aehp&20250514 21:36&125&LT/IO:O&{\em r}&$>21.69$\\ 
AT2024aehp&20250520 05:14&130&P60/SEDM&{\em g}&$>21.61$\\ 
AT2024aehp&20250520 05:14&130&P60/SEDM&{\em g}&$>21.29$\\ 
AT2024aehp&20250520 05:21&130&P60/SEDM&{\em r}&$>20.5$\\ 
AT2024aehp&20250520 05:21&130&P60/SEDM&{\em r}&$>21.23$\\ 
AT2024aehp&20250521 03:47&130&Deveny/LMI&{\em r}&$21.86\pm0.12$\\ 
AT2024aehp&20250521 03:50&130&Deveny/LMI&{\em i}&$21.58\pm0.11$\\ 
